id,fna,gna,nam,cui,cue,anx,ges,nen_mde,tip,dep,dir,bar,com,sag,geometry
2421,Establecimiento educativo INST. RAICES,Establecimiento Educativo,INST. RAICES,202289.0,202929.0,00,Privada,Nivel inicial común - Jardín de infantes | Nivel primario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Gavilan 4455,Villa Pueyrredon,12,Mapa Escolar - Ministerio de Educación,POINT (17339.717822384722 75110.65844406933)
2422,"Establecimiento educativo UGEE Nº8 BACH.POP.DE ADULTOS Y ADOLES.""DARIO SANTILLAN""",Establecimiento Educativo,"UGEE Nº8 BACH.POP.DE ADULTOS Y ADOLES.""DARIO SANTILLAN""",202290.0,202498.0,00,Estatal,Nivel secundario de jóvenes y adultos,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Santiago Del Estero 866,Constitucion,1,Mapa Escolar - Ministerio de Educación,POINT (27260.750747855505 71213.68148558709)
2423,Establecimiento educativo JARDIN DE INFANTES BUMERANG,Establecimiento Educativo,JARDIN DE INFANTES BUMERANG,202291.0,201884.0,00,Privada,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Cerviño Av. 3447,Palermo,14,Mapa Escolar - Ministerio de Educación,POINT (25106.134578841655 75412.33211349351)
2424,Establecimiento educativo DULCE ESPERA,Establecimiento Educativo,DULCE ESPERA,202292.0,202779.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Sarmiento 4620,Almagro,5,Mapa Escolar - Ministerio de Educación,POINT (22982.23377776125 72776.08389544938)
2425,Establecimiento educativo CPEL CENTRO DE PSICOL. EXISTENCIAL Y LOGOTERAPIA,Establecimiento Educativo,CPEL CENTRO DE PSICOL. EXISTENCIAL Y LOGOTERAPIA,202293.0,202820.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Paraguay 1935,Recoleta,2,Mapa Escolar - Ministerio de Educación,POINT (26247.83922648266 73398.03111042685)
2426,Establecimiento educativo NINOS DEL SIGLO XXI-2,Establecimiento Educativo,NINOS DEL SIGLO XXI-2,202294.0,203173.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Mendoza 1440,Belgrano,13,Mapa Escolar - Ministerio de Educación,POINT (21423.433894647762 78189.88892527291)
2427,Establecimiento educativo NINOS DEL SIGLO XXI,Establecimiento Educativo,NINOS DEL SIGLO XXI,202295.0,202857.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Guemes 4776,Palermo,14,Mapa Escolar - Ministerio de Educación,POINT (23497.653805480248 75399.02503217242)
2428,Establecimiento educativo COLEGIO DE LOS NIÑOS,Establecimiento Educativo,COLEGIO DE LOS NIÑOS,202298.0,200123.0,01,Privada,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal | Nivel secundario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Malabia 2370,Palermo,14,Mapa Escolar - Ministerio de Educación,POINT (24067.39319655606 74864.51923670339)
2429,Establecimiento educativo COLEGIO DE LOS NIÑOS,Establecimiento Educativo,COLEGIO DE LOS NIÑOS,202298.0,202624.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Malabia 2370,Palermo,14,Mapa Escolar - Ministerio de Educación,POINT (24067.39319655606 74864.51923670339)
2430,Establecimiento educativo CEPPLA,Establecimiento Educativo,CEPPLA,202299.0,200200.0,00,Privada,Educación integral para adolescentes y jóvenes | Nivel primario especial,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Palpa 3773,Chacarita,15,Mapa Escolar - Ministerio de Educación,POINT (20722.84380986825 75224.4967883371)
2431,Establecimiento educativo CFP Nº 05 DE 08,Establecimiento Educativo,CFP Nº 05 DE 08,202300.0,202016.0,00,Estatal,Cursos de Capacitación de nivel superior | Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Senillosa 206,Caballito,6,Mapa Escolar - Ministerio de Educación,POINT (23088.145493724856 71163.00153046777)
2432,Establecimiento educativo INSTITUTO SUPERIOR CRONICA,Establecimiento Educativo,INSTITUTO SUPERIOR CRONICA,202303.0,202338.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,De Mayo Av. 776,Monserrat,1,Mapa Escolar - Ministerio de Educación,POINT (27881.689116046247 72253.85094292642)
2433,Establecimiento educativo ENS Nº 03 BERNARDINO RIVADAVIA DE13,Establecimiento Educativo,ENS Nº 03 BERNARDINO RIVADAVIA DE13,202309.0,200536.0,01,Estatal,Nivel superior no universitario común,Escuelas Normales Superiores,Dirección de Escuelas Normales Superiores,Saraza 4204,Villa Lugano,8,Mapa Escolar - Ministerio de Educación,POINT (19596.35411689757 66483.20892860211)
2434,Establecimiento educativo CENTRO EDUCATIVOS PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES Nº 03 DE 18,Establecimiento Educativo,CENTRO EDUCATIVOS PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES Nº 03 DE 18,202310.0,202945.0,01,Estatal,Nivel primario especial,Centros Educativos para niños en tiempos y espacios singulares,Dirección de Educación Especial,Gutenberg 3674,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15790.249075527727 73737.0654946696)
2435,Establecimiento educativo ESC. INF. MANOS A LA OBRA,Establecimiento Educativo,ESC. INF. MANOS A LA OBRA,202312.0,202878.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Suarez 1525,Barracas,4,Mapa Escolar - Ministerio de Educación,POINT (28309.10366960666 68997.98049958855)
2436,"Establecimiento educativo UGEE Nº9 BACH.POP.DE ADULTOS Y ADOLES""CASA ABIERTA""",Establecimiento Educativo,"UGEE Nº9 BACH.POP.DE ADULTOS Y ADOLES""CASA ABIERTA""",202318.0,202845.0,00,Estatal,Nivel secundario de jóvenes y adultos,Unidad de Gestión Educativa Experimental,Dirección de Educación del Adulto y del Adolescente,Ciervo De Las Pampas 2250,Retiro,1,Mapa Escolar - Ministerio de Educación,POINT (26791.353240368026 75465.32090034033)
2437,Establecimiento educativo IFTS Nº 23 DE 03,Establecimiento Educativo,IFTS Nº 23 DE 03,202319.0,202885.0,00,Estatal,Nivel superior no universitario común,Institutos de Formación Técnica Superior,Dirección de Educación Técnica Superior,Salta 1065,Constitucion,1,Mapa Escolar - Ministerio de Educación,POINT (27353.66232746226 70960.94739052939)
2438,Establecimiento educativo LA TORTUGA D'ARTAGNAN,Establecimiento Educativo,LA TORTUGA D'ARTAGNAN,202321.0,202593.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Cortina 40,Villa Luro,10,Mapa Escolar - Ministerio de Educación,POINT (16203.771689228879 69055.26114720867)
2439,Establecimiento educativo ESC. DE MUSICA DE BUENOS AIRES (SEDE ARTISTICA),Establecimiento Educativo,ESC. DE MUSICA DE BUENOS AIRES (SEDE ARTISTICA),202325.0,202887.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,La Pampa 2124,Belgrano,13,Mapa Escolar - Ministerio de Educación,POINT (21078.471976729277 77286.20913631712)
2440,Establecimiento educativo ESCUELA INFANTIL DESCUB-RIENDO,Establecimiento Educativo,ESCUELA INFANTIL DESCUB-RIENDO,202329.0,202896.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"Moreau De Justo, Alicia Av. 270",Puerto Madero,1,Mapa Escolar - Ministerio de Educación,POINT (28831.95875269411 73023.14330430674)
2441,Establecimiento educativo BACH. POP. DE JOVENES Y ADULTOS VILLA CRESPO-NUESTRAMERICA,Establecimiento Educativo,BACH. POP. DE JOVENES Y ADULTOS VILLA CRESPO-NUESTRAMERICA,202336.0,202865.0,00,Privada,Nivel secundario de jóvenes y adultos,Bachilleratos Populares de Jóvenes y Adultos,Dirección de Educación del Adulto y del Adolescente,Humboldt 390,Villa Crespo,15,Mapa Escolar - Ministerio de Educación,POINT (21377.413148130498 73794.70461518019)
2442,"Establecimiento educativo CFP. Nº 10 DE 14 ""RAUL SCALABRINI ORTIZ""",Establecimiento Educativo,"CFP. Nº 10 DE 14 ""RAUL SCALABRINI ORTIZ""",202339.0,202007.0,04,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Fraga 638,Chacarita,15,Mapa Escolar - Ministerio de Educación,POINT (20963.89488097683 74940.46208030236)
2443,Establecimiento educativo EI Nº 06 MADRE EUFRASIA IACONIS DE 10,Establecimiento Educativo,EI Nº 06 MADRE EUFRASIA IACONIS DE 10,202343.0,200559.0,00,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Escuelas Infantiles (EI),Dirección de Educación Inicial,Blanco Encalada 3783,Belgrano,13,Mapa Escolar - Ministerio de Educación,POINT (19368.265342778344 77054.29100863905)
2444,Establecimiento educativo CFP Nº 37 DE 05,Establecimiento Educativo,CFP Nº 37 DE 05,202347.0,202936.0,00,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,"Chutro, Pedro, Prof., Dr. 3003",Parque Patricios,4,Mapa Escolar - Ministerio de Educación,POINT (25358.86774442775 68590.85090719066)
2445,Establecimiento educativo CENTRO ARGENTINO DE VINOS Y ESPIRITUOSAS,Establecimiento Educativo,CENTRO ARGENTINO DE VINOS Y ESPIRITUOSAS,202352.0,202448.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Juncal 838,Retiro,1,Mapa Escolar - Ministerio de Educación,POINT (27747.620011237694 74017.27842512373)
2446,Establecimiento educativo BACH. POP. DE JOVENES Y ADULTOS ESCUELA LIBRE DE CONSTITUCION,Establecimiento Educativo,BACH. POP. DE JOVENES Y ADULTOS ESCUELA LIBRE DE CONSTITUCION,202353.0,202493.0,00,Privada,Nivel secundario de jóvenes y adultos,Bachilleratos Populares de Jóvenes y Adultos,Dirección de Educación del Adulto y del Adolescente,Finochietto Enrique Dr. 1802,Barracas,4,Mapa Escolar - Ministerio de Educación,POINT (26815.730122597135 69312.48958825611)
2447,Establecimiento educativo CENTRO EDUCATIVO Nº 79 ASAMBLEA POPULAR PLAZA DORREGO,Establecimiento Educativo,CENTRO EDUCATIVO Nº 79 ASAMBLEA POPULAR PLAZA DORREGO,202355.0,201845.0,15,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos | Nivel primario de jóvenes y adultos,"Prog. de Alfabetización, Educ. Bás. y Trabajo p/ Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,San Juan Av. 803,Constitucion,1,Mapa Escolar - Ministerio de Educación,POINT (27865.766540431596 70808.44560273246)
2448,"Establecimiento educativo ESEA DANZA Nº 1 RAMICONE ""CURSO VOC. FOLKLORE N° 26""",Establecimiento Educativo,"ESEA DANZA Nº 1 RAMICONE ""CURSO VOC. FOLKLORE N° 26""",202356.0,203028.0,25,Estatal,Cursos y talleres de la submodalidad artística,Escuelas Superiores de Educación Artística (ESEA),Dirección de Educación Artística,Pujol 644,Caballito,6,Mapa Escolar - Ministerio de Educación,POINT (21366.758805680267 71581.77660206145)
2449,"Establecimiento educativo REDBA ""RED ASISTENCIAL DE BUENOS AIRES""",Establecimiento Educativo,"REDBA ""RED ASISTENCIAL DE BUENOS AIRES""",202357.0,203018.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Paraguay 2553,Recoleta,2,Mapa Escolar - Ministerio de Educación,POINT (25411.015924466912 73560.01641128187)
2450,Establecimiento educativo CFP Nº 28 DE 06,Establecimiento Educativo,CFP Nº 28 DE 06,202358.0,202006.0,03,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Jujuy Av. 1738,Parque Patricios,4,Mapa Escolar - Ministerio de Educación,POINT (25754.941756245247 69865.52605936625)
2451,Establecimiento educativo CFP ESC. DE OFICIOS CADMIRA,Establecimiento Educativo,CFP ESC. DE OFICIOS CADMIRA,202366.0,202930.0,00,Privada,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (Privados),Gerencia Operativa de Formación para el Trabajo y el Empleo,Junin 265,Balvanera,3,Mapa Escolar - Ministerio de Educación,POINT (26136.654906804724 72549.76907689964)
2452,Establecimiento educativo CFP ESCUELA ARGENTINA AUTOMOTORES,Establecimiento Educativo,CFP ESCUELA ARGENTINA AUTOMOTORES,202367.0,202931.0,00,Privada,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (Privados),Gerencia Operativa de Formación para el Trabajo y el Empleo,"Justo, Juan B. Av. 5199",Villa Gral. Mitre,11,Mapa Escolar - Ministerio de Educación,POINT (19282.995691139222 71806.75828857977)
2453,Establecimiento educativo CFP Nº 19 DE 21,Establecimiento Educativo,CFP Nº 19 DE 21,202370.0,202394.0,04,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,"Fernandez De La Cruz, F., Gral. Av. 6820",Villa Riachuelo,8,Mapa Escolar - Ministerio de Educación,POINT (18686.87400259247 63279.65942371347)
2454,Establecimiento educativo CFP Nº 19 DE 09,Establecimiento Educativo,CFP Nº 19 DE 09,202371.0,202394.0,05,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Conde 792,Colegiales,13,Mapa Escolar - Ministerio de Educación,POINT (21178.390856229522 75729.2549591107)
2455,Establecimiento educativo CFP Nº 19 DE 17,Establecimiento Educativo,CFP Nº 19 DE 17,202372.0,202394.0,06,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Argerich 3718,Agronomia,15,Mapa Escolar - Ministerio de Educación,POINT (16896.13242399929 73879.93126886594)
2456,Establecimiento educativo CFP Nº 19 DE 03,Establecimiento Educativo,CFP Nº 19 DE 03,202374.0,202394.0,08,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Pasco 431,Balvanera,3,Mapa Escolar - Ministerio de Educación,POINT (26023.140677583306 71621.57185413623)
2457,Establecimiento educativo,Establecimiento Educativo,,,,,,,,,Escalada Av. 2921,Villa Lugano,8,Mapa Escolar - Ministerio de Educación,POINT (19381.11300996921 66037.64112708197)
2458,Establecimiento educativo CFP Nº 19 DE 13,Establecimiento Educativo,CFP Nº 19 DE 13,202376.0,202394.0,10,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos,Centros de Formación Profesional (CFP),Gerencia Operativa de Formación para el Trabajo y el Empleo,Fernandez 253,Velez Sarsfield,10,Mapa Escolar - Ministerio de Educación,POINT (17953.051632777806 69009.40232900814)
2459,Establecimiento educativo INST. TERAPEUTICO EDUC. DE INTEG. SOCIAL,Establecimiento Educativo,INST. TERAPEUTICO EDUC. DE INTEG. SOCIAL,202378.0,202928.0,00,Privada,Educación integral para adolescentes y jóvenes,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Balbastro 2253,Flores,7,Mapa Escolar - Ministerio de Educación,POINT (21429.83179969941 68540.22494869804)
2460,Establecimiento educativo ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 34 GENERAL SAN MARTIN DE 07,Establecimiento Educativo,ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 34 GENERAL SAN MARTIN DE 07,202379.0,201566.0,00,Estatal,Cursos y talleres de la escuela especial | Integración de modalidad especial,Escuelas de Educación Especial,Dirección de Educación Especial,Colpayo 132,Caballito,6,Mapa Escolar - Ministerio de Educación,POINT (22040.646817795492 71209.40046292942)
2461,Establecimiento educativo RISAS DE LA TIERRA,Establecimiento Educativo,RISAS DE LA TIERRA,202381.0,202937.0,00,Privada,Servicios complementarios/alternativos,Inst. Educ. Asistenciales no Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Cerviño Av. 3760,Palermo,14,Mapa Escolar - Ministerio de Educación,POINT (24698.824763974648 75530.15208372299)
2462,Establecimiento educativo INSTITUTO GATO DUMAS,Establecimiento Educativo,INSTITUTO GATO DUMAS,202383.0,202087.0,00,Privada,Nivel superior no universitario común,Institutos Educativos Incorporados a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Cordoba Av. 1751,Recoleta,2,Mapa Escolar - Ministerio de Educación,POINT (26516.837939893983 73302.87004086809)
